Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
57,3,0,0,0,69882,1478,4549,94,292,81,556,120.5,81,126.5,3,7,9,1,0,1,2
45,2,1,1,1,33178,49,4468,9,12,6,2,11,2,16,1,0,3,1,0,4,0
50,4,1,0,0,59973,382,4609,47,130,30,168,20,34,0,3,4,7,1,0,1,2
47,3,1,1,1,17459,69,4601,12,6,4,16,3,10,30,3,1,2,3,0,7,0
53,2,0,1,1,23910,67,4929,80,16,12,18,7,1,13,2,0,3,1,0,7,0
53,3,1,1,2,42169,30,4571,20,19,0,9,0,0,2,1,0,3,2,0,8,0
44,1,1,1,1,26224,63,4708,39,4,7,15,13,9,15,2,1,3,3,0,6,0
41,2,1,1,1,31089,79,4999,57,31,3,31,2,8,4,3,0,4,3,0,8,0
61,2,0,1,1,30081,42,4811,27,36,0,2,0,0,4,1,0,3,1,0,7,0
62,2,1,1,1,62807,819,4985,83,526,28,135,10,21,99,5,3,12,3,0,5,1
67,2,0,0,0,72906,1151,4603,79,400,32,519,71,75,54,3,4,9,1,0,1,2
74,4,1,1,2,61467,594,4885,69,410,16,114,0,5,49,5,2,10,3,0,5,1
56,3,1,1,2,49618,129,4837,77,80,3,26,4,2,14,3,1,3,4,0,7,0
36,3,0,1,1,21888,213,4865,15,88,10,46,2,3,64,5,1,2,4,0,10,0
49,2,0,1,1,42429,67,4456,99,55,0,6,2,0,4,1,1,3,2,0,5,0
66,2,0,1,3,26150,28,4793,61,5,1,13,3,5,1,1,0,3,1,0,7,0
47,0,1,1,1,30801,45,4929,23,8,4,5,15,2,11,1,0,3,2,0,7,0
57,2,1,0,0,81168,1193,4371,84,410,0,556,120.5,22,22,6,4,7,1,1,3,2
53,3,0,0,0,26877,268,4632,74,101,13,76,20,18,40,3,1,6,2,0,6,1
78,3,0,0,0,45006,266,4664,90,162,25,53,16,0,10,3,1,7,1,0,3,1
49,0,1,1,1,18978,37,4883,41,2,8,1,4,7,15,1,0,3,1,0,8,0
55,2,1,1,3,22574,37,4562,28,25,0,8,2,0,2,2,0,3,2,0,7,0
53,4,0,0,0,48240,882,4915,73,389,81,248,64,49,41,6,3,13,3,0,5,2
48,2,1,1,2,45837,373,4656,88,215,13,87,17,17,24,6,2,5,5,0,7,1
57,3,0,1,3,35791,35,4737,94,27,0,5,0,0,3,1,0,3,2,0,8,0
46,4,1,1,2,117416.25,107,4709,31,85,1,16,2,1,2,0,0,1,0,0,1,0
44,2,0,1,2,54162,42,4786,31,5,6,10,6,5,10,1,0,3,1,0,4,0
62,3,1,1,1,30522,326,4999,6,179,8,83,19,11,26,1,2,9,5,0,2,1
61,4,1,1,1,54456,404,4671,23,352,0,27,10,0,15,6,1,7,3,0,6,1
51,2,0,0,0,31632,95,4668,92,17,8,12,11,15,32,2,1,2,1,0,7,0
73,2,0,0,0,72298,939,4429,52,625,35,169,58,17,35,4,3,6,1,2,1,2
44,1,0,1,1,36975,33,4501,50,10,6,11,0,4,2,1,0,3,1,0,7,0
67,1,1,0,0,72635,981,4709,54,390,22,323,104,35,107,6,8,6,1,1,3,2
46,2,1,1,1,13624,36,4843,93,10,2,15,2,1,6,2,0,3,2,0,6,0
47,2,0,1,1,84196,1237,4709,56,215,63,507,120.5,31,126.5,8,4,7,1,0,3,2
62,2,1,1,1,70971,1825,4964,28,1001,17,556,93,81,17,11,11,5,7,0,7,1
45,4,0,1,2,34487,103,4979,94,19,18,33,24,1,8,3,0,3,3,0,9,0
45,2,0,1,1,28769,191,4876,76,41,5,129,10,3,3,4,1,4,3,0,9,0
52,4,1,1,1,69084,1586,4540,43,1181,81,199,39,30,30,7,3,13,2,0,8,1
64,4,1,0,0,65488,963,4334,46,603,45,207,36,18,54,3,4,6,1,0,1,2
52,1,1,1,1,62466,889,4483,13,129,81,259,120.5,81,83,6,3,12,5,0,4,1
62,1,0,0,0,32218,93,4452,27,10,24,15,13,1,30,2,1,3,1,1,7,0
49,2,0,0,0,83917,1587,4755,12,514,22,556,42,81,79,6,7,7,1,0,3,2
60,2,0,1,3,46102,16,4429,3,14,0,1,0,0,1,1,0,2,1,0,7,0
70,2,0,0,0,84574,1375,4708,72,387,20,556,38,54,126.5,9,11,11,1,0,5,2
60,2,1,1,1,56181,393,4855,6,121,81,69,8,44,48,4,2,7,1,0,4,1
72,3,0,1,1,63120,1477,4957,53,965,69,279,54,41,69,8,4,9,5,0,7,1
51,2,1,1,1,73691,1179,4553,58,707,21,250,85,43,73,6,2,8,2,1,2,2
62,2,1,1,1,63381,1005,4950,78,571,50,142,33,50,126.5,4,5,13,4,0,2,1
74,4,1,0,0,76140,1348,4365,57,586,66,556,17,0,26,5,9,6,1,0,2,2
63,4,0,1,1,62859,1307,4864,37,1063,81,102,16,12,25,9,4,6,4,0,6,1
58,2,0,1,1,45906,486,4736,20,305,3,27,4,3,126.5,5,4,4,2,1,5,1
75,3,1,0,0,77632,2252,4794,73,1200,81,556,0,42,126.5,4,2,6,1,2,2,2
51,4,1,1,2,46463,235,4633,56,163,2,40,8,11,11,3,1,6,7,0,6,1
52,2,1,0,0,105471,1724,4842,36,1009,81,104,120.5,21,126.5,9,8,13,0,2,3,2
52,3,0,1,1,55282,235,4516,9,125,6,73,8,4,19,3,1,6,1,0,4,0
45,3,1,1,1,78710,1092,4355,42,721,0,152,119,50,50,7,6,12,3,0,4,1
64,2,1,1,1,66886,599,4604,28,315,4,62,41,31,126.5,7,1,7,2,0,5,1
62,3,0,0,0,98777,2008,4450,23,1000,19,556,120.5,81,38,4,6,9,0,1,1,2
37,2,1,1,1,29103,48,4989,38,16,0,17,6,3,6,1,0,3,2,0,9,0
48,2,1,1,1,67445,1174,5004,63,757,80,217,29,80,11,9,6,12,5,0,6,1
72,4,1,1,1,50616,67,4395,71,30,2,25,0,1,9,1,1,4,1,0,2,0
67,2,0,1,1,49431,365,5013,9,219,3,100,26,0,17,7,1,5,2,0,8,1
47,2,0,0,0,117416.25,6,4460,81,1,1,1,1,1,1,0,0,0,0,0,0,0
69,2,1,1,1,61278,165,4494,87,111,3,28,2,6,15,3,1,4,2,0,6,0
64,1,1,0,0,26490,210,4963,92,45,47,52,21,20,25,3,1,5,2,0,6,1
75,4,1,1,1,73059,1095,4620,36,410,81,420,0,81,71,9,3,13,1,0,4,1
56,4,0,1,3,46734,223,4569,86,100,1,39,6,1,76,3,2,3,4,1,6,1
59,2,1,1,1,56253,597,4887,83,509,0,65,7,11,5,7,2,9,4,0,6,1
37,2,1,1,1,19986,22,4545,74,3,6,5,0,2,6,0,0,3,1,0,7,0
47,2,0,1,1,58330,1064,4504,87,445,53,213,104,81,126.5,6,4,13,1,0,4,2
42,0,1,0,0,25965,74,4978,29,2,2,11,41,7,11,2,0,3,1,0,8,0
66,3,1,0,0,14661,26,4862,88,4,1,11,6,2,2,1,0,3,1,0,6,0
63,2,1,0,0,18690,60,4866,77,6,1,7,23,4,19,1,1,2,1,0,8,0
48,4,1,1,1,45068,20,4727,25,14,0,3,0,0,3,1,0,2,1,0,7,0
35,0,0,1,1,21063,59,4595,34,1,10,11,19,3,15,2,0,3,2,0,6,0
54,4,1,1,1,29187,34,4734,43,26,0,6,0,0,2,1,0,3,1,0,8,0
51,1,1,1,2,54690,198,4552,76,111,16,37,7,9,18,3,1,5,3,0,3,0
58,4,1,1,1,59304,1048,4653,81,418,61,428,80,51,10,7,8,10,3,0,5,1
60,3,0,1,2,59247,574,4551,87,327,9,122,19,14,83,5,2,9,5,0,6,1
52,2,0,1,1,66731,1029,4973,33,371,81,194,58,81,126.5,4,3,6,4,0,3,1
42,2,1,1,1,77353,670,4513,38,275,59,107,69,81,59,6,4,8,2,0,4,2
47,4,0,1,1,52614,990,4893,63,789,0,142,12,9,38,2,4,8,2,0,8,1
48,2,1,1,2,26751,11,4356,26,1,1,5,0,3,1,1,0,2,1,0,8,0
59,4,1,1,1,81300,1241,4925,17,1004,12,145,32,12,36,10,3,5,3,1,5,1
43,2,0,0,0,70337,576,4496,75,187,81,149,25,43,91,2,2,12,1,0,1,2
37,1,1,1,1,36145,172,4696,13,56,4,76,17,1,18,4,1,3,4,1,9,0
42,4,0,0,0,65295,664,4506,19,365,32,117,34,81,6,3,3,13,1,0,2,2
59,2,0,1,1,68118,928,4572,51,595,23,123,10,23,126.5,8,9,4,2,0,6,1
55,2,0,0,0,68743,2074,4986,81,1132,81,384,120.5,81,115,11,5,13,1,0,7,2
40,1,1,0,0,41039,467,4657,32,34,11,137,120.5,61,45,8,1,5,1,0,8,2
67,2,1,1,1,38946,257,4566,84,116,6,82,6,6,41,3,1,6,2,0,5,1
55,2,1,0,0,65777,1146,4510,87,565,32,435,28,32,54,2,8,6,1,0,1,2
46,4,0,1,1,66476,689,4797,99,372,18,126,47,48,78,5,2,11,2,0,4,1
50,4,0,0,0,86857,2114,4973,96,899,81,556,120.5,81,40,5,6,10,1,0,2,2
40,4,1,0,0,117416.25,1717,5012,21,55,16,556,17,3,4,0,28,1,15,0,0,2
33,4,1,0,0,77845,1346,4362,40,760,40,480,0,40,26,3,5,12,1,2,1,2
53,4,1,0,0,69476,1044,4590,3,260,81,556,63,9,67,4,6,4,1,0,2,2
62,4,0,1,1,50611,493,4951,98,459,0,24,6,0,4,4,5,7,6,1,6,1
52,2,0,0,0,61209,957,4626,73,466,0,224,119,49,99,5,3,4,1,0,2,2
64,3,1,1,1,42315,270,4670,90,67,15,80,17,11,80,1,4,4,3,0,3,1
70,0,1,0,0,13084,29,4557,29,2,0,7,3,7,10,1,0,3,1,0,6,0
73,3,0,1,2,47570,121,4714,3,67,1,20,0,2,31,2,2,2,3,0,7,0
61,3,1,1,2,61923,126,4656,94,92,4,18,3,3,6,2,1,4,1,0,3,0
27,2,0,0,0,34824,23,4413,65,4,2,11,2,0,4,1,0,2,1,0,6,0
73,4,0,1,2,26518,57,4765,33,20,1,28,3,3,2,2,0,3,3,0,8,0
61,2,0,0,0,45938,636,4556,46,273,11,178,62,81,29,8,4,6,2,0,6,2
62,2,1,0,0,78468,1004,4399,29,434,22,388,104,22,34,10,7,10,1,1,4,2
49,2,0,1,1,78901,734,4603,99,321,11,309,33,26,34,9,3,5,3,0,4,1
44,2,1,1,2,71427,614,4427,26,212,81,177,15,64,23,8,2,8,2,0,4,1
44,2,0,1,1,71022,1453,4456,30,909,12,278,0,12,126.5,5,2,11,3,1,8,1
34,3,0,0,0,90247,1621,4379,27,1184,32,352,21,16,16,3,4,7,1,3,1,2
54,3,0,1,1,41335,187,4503,24,112,19,21,16,14,5,4,1,4,3,0,7,0
36,2,1,1,1,71952,1443,4853,93,656,80,455,52,81,93,8,4,8,2,2,4,2
52,4,0,1,1,35682,57,4320,34,23,0,8,6,2,18,1,1,3,1,0,2,0
71,2,0,1,1,43185,637,4763,88,537,6,42,16,6,30,9,3,6,2,0,8,1
74,4,1,1,1,66375,948,4538,96,712,0,45,0,0,126.5,2,4,5,3,1,7,1
51,3,1,1,1,35178,59,4853,10,23,1,13,2,2,18,1,1,2,1,1,7,0
36,2,1,1,1,25252,18,4670,26,1,3,4,2,2,6,1,0,2,1,0,8,0
57,3,0,1,1,55250,903,4934,49,664,58,83,32,0,66,7,5,10,4,0,5,1
47,2,0,1,1,33249,112,4812,11,6,10,21,19,14,42,2,1,3,2,0,6,0
69,2,1,0,0,58398,596,4729,44,299,5,201,21,21,49,5,4,8,3,0,4,2
40,2,1,1,1,50272,233,4644,75,99,13,66,43,8,4,4,1,5,3,0,7,0
47,4,1,0,0,76618,1511,4887,64,749,40,294,120.5,81,126.5,3,2,5,1,0,1,2
62,1,0,0,0,87305,1152,4962,19,345,25,501,63,81,80,5,3,8,1,1,2,2
44,2,1,1,1,25851,48,4821,45,9,4,18,7,5,5,2,0,3,2,0,7,0
52,2,0,1,1,58710,1185,4773,77,440,81,368,0,81,126.5,11,5,9,6,0,6,1
64,2,0,1,2,45160,21,4410,9,8,2,5,3,0,3,1,0,2,1,0,7,0
57,3,1,1,1,74806,965,4875,1,670,9,249,0,28,9,5,4,5,2,0,4,1
68,2,1,0,0,59111,869,4741,90,524,0,134,28,28,126.5,11,1,8,1,0,7,1
38,4,1,1,1,18988,16,4355,43,6,0,6,2,1,1,1,0,3,2,0,7,0
57,2,1,0,0,72190,1947,4819,79,597,81,556,120.5,81,126.5,5,6,4,1,0,3,2
46,2,1,1,1,7500,71,5015,19,7,0,12,13,7,32,4,1,2,5,1,9,0
56,2,1,1,1,44794,65,4339,99,54,0,7,0,0,4,2,0,3,1,0,6,0
67,2,1,0,0,80395,1380,4536,62,445,25,556,80,76,48,6,5,12,1,1,2,2
46,3,0,0,0,75012,1027,4473,41,294,81,218,120.5,58,126.5,3,8,11,1,0,1,2
57,3,1,1,3,56962,411,4579,60,292,3,77,10,3,26,6,3,5,7,0,7,1
31,2,1,0,0,89891,836,4758,17,412,22,132,59,28,126.5,11,6,8,1,1,4,2
73,4,0,1,2,35946,11,4593,24,8,0,3,0,0,0,0,0,3,1,0,5,0
69,4,1,1,2,53593,480,5009,60,349,4,78,6,0,43,7,2,6,8,0,8,1
44,2,1,1,2,66373,606,4700,57,328,9,124,12,24,109,4,2,10,7,0,3,1
74,4,0,1,3,45072,284,4574,74,144,2,99,7,2,30,6,1,4,5,0,8,1
49,2,0,1,2,89694,1472,4581,22,1126,28,211,37,28,42,4,3,4,3,3,5,1
73,2,1,0,0,72025,1677,4379,46,967,0,556,43,50,0,4,8,13,1,3,2,2
49,2,1,1,1,67432,1335,4775,69,432,79,341,120.5,81,126.5,8,5,4,2,0,4,2
70,3,1,1,1,70545,334,4344,29,138,39,63,55,18,21,4,1,7,1,0,2,1
33,0,1,1,1,17487,18,4786,37,0,0,1,7,4,6,1,0,2,1,0,7,0
53,2,1,1,1,62882,1338,5007,26,509,81,497,78,24,97,7,5,6,2,0,4,1
69,4,0,1,1,64108,1099,4781,8,948,10,86,13,21,21,6,9,11,4,0,5,1
66,3,1,1,2,34941,97,4798,26,39,2,25,4,3,24,3,0,3,2,0,8,0
72,4,0,1,3,48767,63,4497,79,28,1,21,3,0,10,2,1,3,3,0,5,0
44,1,1,1,1,38702,109,4650,71,13,11,24,13,8,40,3,0,4,2,0,6,0
58,2,1,0,0,82224,902,4473,83,307,26,360,120.5,31,40,6,9,5,1,1,3,2
70,2,1,0,0,83844,1574,4731,57,901,31,345,75,31,126.5,4,4,11,1,1,1,2
47,1,1,1,1,17003,38,4520,37,2,5,12,4,8,7,2,0,4,3,0,5,0
27,2,0,0,0,71163,960,4430,30,283,17,372,120.5,81,44,3,8,12,1,0,1,2
52,2,0,1,1,33697,28,4605,34,4,3,7,0,3,11,1,0,2,1,1,7,0
68,1,1,0,0,63564,1215,4469,0,769,80,252,15,34,65,10,10,7,1,1,6,2
50,4,1,0,0,83443,1497,4498,89,518,42,556,55,56,84,6,10,5,1,0,2,2
64,4,1,1,1,51518,449,4587,92,350,8,66,17,4,4,3,2,10,2,0,3,1
47,2,0,1,1,58330,1064,4504,87,445,53,213,104,81,126.5,6,4,13,1,0,4,2
53,2,1,0,0,80952,1757,4804,20,778,81,556,41,27,44,8,5,11,1,3,8,2
43,2,1,0,0,75507,1440,4376,56,709,81,374,104,80,80,8,6,6,1,0,3,2
44,1,1,0,0,63855,1006,4823,28,359,35,314,93,81,89,7,3,13,1,0,4,2
50,4,1,1,1,62220,1226,5005,55,799,12,375,16,12,12,7,6,5,5,0,6,1
58,2,1,1,1,58512,1171,4601,25,895,10,101,13,0,126.5,3,4,8,5,0,8,1
43,3,1,1,1,40662,92,4789,0,40,2,23,0,4,23,2,1,3,2,0,4,0
63,4,1,1,1,38829,99,4402,86,76,0,7,0,0,16,3,2,2,1,0,5,0
41,1,1,1,1,35523,66,4587,8,11,5,22,12,5,11,3,0,3,2,0,7,0
55,2,0,1,2,79146,564,4384,33,245,16,223,21,43,16,8,1,8,2,0,6,1
34,3,1,0,0,78285,1427,4562,13,647,81,391,120.5,67,40,6,4,10,1,0,3,2
44,4,0,1,1,31626,86,4733,12,39,1,9,2,1,34,2,1,2,1,1,7,0
70,2,0,0,0,75127,833,4356,92,203,35,305,46,17,126.5,2,11,5,1,0,1,2
67,2,1,1,1,48726,242,4746,90,138,3,38,4,0,59,3,2,4,3,0,6,0
45,2,1,0,0,74985,1869,4974,8,587,51,556,120.5,0,86,3,6,7,1,0,2,2
35,2,1,0,0,67430,1364,4980,6,595,81,291,120.5,81,121,11,5,12,1,0,6,2
57,1,1,1,1,46891,183,4619,91,43,12,23,29,15,61,2,1,4,1,0,4,0
66,3,1,1,1,62058,450,4717,52,301,7,74,10,0,58,6,1,7,4,0,6,1
43,2,1,1,1,72063,758,4679,3,180,32,348,76,32,90,5,2,12,2,0,2,2
71,4,1,0,0,78939,1507,4517,57,794,81,243,120.5,0,126.5,8,5,6,1,0,3,2
57,2,0,1,2,42720,654,4749,9,392,5,91,28,26,112,7,3,7,8,0,8,1
50,2,1,1,2,33622,81,4760,22,39,1,22,3,4,12,2,0,4,3,0,7,0
65,4,1,1,1,6835,137,4886,76,107,2,12,2,2,12,0,0,1,0,0,20,0
69,2,1,1,2,41452,16,4798,86,13,0,3,0,0,0,1,0,2,1,0,7,0
57,4,0,1,1,40760,93,4621,64,70,0,17,0,0,6,2,1,3,2,0,6,0
64,4,1,0,0,74250,1158,4472,90,680,11,392,75,0,0,2,11,4,1,0,1,2
67,3,0,1,2,51124,43,4511,79,26,1,11,0,1,4,1,0,3,2,0,3,0
51,2,0,1,1,72258,1525,4608,28,522,0,522,120.5,81,126.5,6,9,5,2,0,2,2
48,4,0,0,0,71466,1230,4403,86,412,12,546,78,81,0,4,4,10,1,0,1,2
46,2,1,1,2,36283,29,4394,42,6,5,5,8,0,5,1,0,3,2,0,4,0
52,2,0,1,1,20587,25,4367,39,2,3,6,4,1,9,1,1,2,1,0,7,0
50,2,1,1,1,30467,24,4420,8,1,3,8,2,5,5,1,0,2,1,0,7,0
50,2,1,1,1,31590,38,4694,40,6,2,15,6,6,3,1,0,3,1,0,8,0
36,0,1,1,1,20425,57,4926,5,4,12,5,3,16,17,2,0,3,2,0,7,0
62,3,1,1,2,17144,47,4452,96,18,2,19,0,2,6,3,0,4,5,0,7,0
54,4,0,1,1,42564,813,4861,28,324,48,186,39,18,126.5,6,8,4,6,1,7,1
44,3,1,1,1,43783,629,4349,22,327,9,125,25,4,126.5,7,1,8,6,1,7,1
46,2,0,1,1,40780,377,4977,30,229,27,71,13,3,34,7,1,5,4,0,9,1
77,3,1,0,0,62847,1612,4848,45,521,81,556,80,76,61,3,6,4,1,0,2,2
65,4,1,0,0,82017,729,4917,58,184,23,446,30,23,23,5,4,7,1,3,2,2
72,2,0,0,0,16813,50,4663,49,4,8,11,12,2,13,2,0,3,1,1,7,0
44,2,1,1,2,51267,270,4561,37,183,2,64,7,2,12,3,3,5,4,0,4,0
61,2,0,1,1,46524,177,4768,70,31,19,35,26,14,52,1,1,5,2,0,3,0
60,3,0,0,0,45183,315,4843,33,219,3,60,12,9,12,4,1,7,1,1,7,1
68,4,1,1,1,70421,767,4319,98,479,28,136,75,14,35,10,3,7,3,0,6,1
57,1,0,1,1,60161,1071,4932,17,584,44,212,46,8,126.5,11,4,8,3,0,8,1
49,2,1,0,0,73926,1580,4802,54,627,81,556,120.5,81,15,6,5,12,1,0,3,2
54,2,1,1,1,19329,60,4515,39,24,1,16,12,2,5,4,0,3,3,0,8,0
52,3,1,1,1,61872,573,4516,81,330,5,159,36,27,16,4,4,9,4,0,4,1
66,2,0,1,2,46984,41,4778,71,19,1,10,2,1,8,1,0,3,1,0,5,0
71,2,1,1,2,34838,170,4844,62,28,23,29,29,14,47,2,1,4,3,0,6,1
78,4,0,0,0,82716,1167,4554,8,606,81,228,15,81,22,6,8,13,1,0,2,2
64,2,1,0,0,48192,1526,4767,76,1039,43,204,120.5,58,29,2,8,12,3,3,8,2
46,3,1,1,2,49681,458,4555,66,411,0,26,0,0,21,7,1,7,6,0,7,1
51,3,1,1,1,56850,63,4416,83,34,1,19,2,7,0,1,1,3,1,0,2,0
65,2,1,1,1,55267,405,4569,28,161,28,136,32,3,45,3,4,6,4,0,3,1
50,2,1,1,2,59666,1027,4782,87,623,53,178,23,17,126.5,3,2,8,7,1,8,1
50,2,0,1,1,72504,1478,4767,43,604,26,470,120.5,81,94,5,9,6,2,0,2,2
41,2,1,0,0,26872,72,4574,0,3,10,8,3,16,32,1,1,2,1,0,6,0
50,2,0,1,1,21359,48,4753,1,12,2,17,6,1,10,2,0,3,2,0,8,0
47,2,0,0,0,73170,726,4347,1,184,81,256,50,30,32,5,4,6,1,0,2,2
67,3,1,1,1,52750,860,4828,72,393,0,239,90,69,69,5,7,9,6,0,4,1
36,4,1,0,0,91820,1497,4536,72,410,73,556,76,81,30,5,5,12,0,0,1,2
52,4,1,1,1,65968,495,4366,12,376,9,83,19,4,4,5,4,7,2,0,3,1
46,2,1,1,2,30772,20,4427,89,7,2,4,2,1,4,1,0,2,1,0,6,0
68,2,0,0,0,22507,570,4900,67,68,0,226,51,81,68,10,2,4,3,0,9,1
50,2,1,1,1,65685,769,4410,54,642,14,49,0,7,57,9,2,9,1,0,5,1
44,1,1,1,1,25804,55,4619,34,8,7,9,13,6,12,2,0,3,2,0,8,0
42,4,0,0,0,76412,1808,4738,15,840,53,556,23,71,17,5,4,8,1,2,3,2
50,2,1,1,1,22063,55,4643,43,7,10,13,3,11,11,2,0,3,2,0,7,0
61,2,0,0,0,57091,577,4332,0,464,5,64,7,0,37,7,3,7,1,1,5,2
59,2,1,0,0,22419,162,4755,74,30,3,47,19,21,42,3,2,2,1,0,8,0
63,2,1,1,1,87771,1957,4721,61,1225,38,287,50,57,33,5,10,4,1,4,6,2
63,1,0,1,1,78353,1576,4757,51,752,81,476,39,81,34,10,2,11,1,0,8,1
68,2,1,1,3,93404,1616,4736,97,1225,15,287,20,0,15,3,4,7,3,2,5,1
60,2,0,1,3,37859,36,4851,75,22,1,8,2,1,2,1,0,3,2,0,8,0
64,4,0,1,1,80995,1482,4732,83,860,28,409,73,56,56,8,9,4,1,0,4,2
38,2,1,1,1,16529,22,4438,23,3,0,5,13,0,1,1,0,3,1,0,6,0
46,4,0,1,2,55412,63,4537,65,10,5,28,11,1,8,2,0,3,1,0,5,0
30,2,0,0,0,48789,680,4975,94,351,16,156,7,5,126.5,6,4,7,1,0,6,2
55,4,1,1,2,56575,542,4738,42,421,5,90,0,16,10,7,3,7,3,0,5,1
42,1,1,1,1,25130,50,4588,10,2,5,7,0,18,18,2,0,3,2,0,7,0
55,2,1,1,2,35441,39,4818,94,25,1,9,2,1,1,1,0,3,2,0,8,0
66,2,1,1,1,71391,1043,4775,50,336,81,274,46,81,126.5,6,5,12,5,0,3,1
50,3,0,1,1,49494,385,4748,46,191,9,97,0,6,82,6,1,5,2,0,7,1
42,2,0,0,0,81702,1633,4962,98,563,50,556,28,31,126.5,7,7,12,1,0,3,2
42,1,0,1,1,45889,46,4680,42,31,0,6,0,1,8,1,0,3,1,0,6,0
45,2,0,1,1,56628,761,4418,30,479,5,82,7,17,126.5,7,6,5,2,1,5,1
72,2,1,1,2,34026,76,4646,11,18,6,15,12,8,17,2,1,3,3,0,5,0
48,2,1,1,1,40049,290,4895,61,91,65,52,10,44,28,3,2,6,3,0,5,1
34,2,0,1,1,34176,89,4366,12,5,7,24,19,14,20,3,0,4,4,0,6,0
41,2,1,1,1,19419,70,4914,76,2,14,28,16,3,7,4,0,3,4,0,9,0
62,1,1,0,0,82504,1066,4655,2,362,50,431,120.5,35,54,3,6,7,1,0,1,2
52,2,1,0,0,81205,2009,4485,43,724,74,556,97,55,126.5,5,6,7,1,3,2,2
31,1,0,0,0,61618,1345,4956,27,605,81,399,0,45,126.5,3,6,8,2,0,3,2
66,3,0,1,1,55284,764,4870,60,547,7,140,0,7,63,7,5,8,3,0,5,1
59,2,0,1,1,49980,195,4567,79,104,1,54,13,9,14,3,1,5,2,0,5,0
42,2,1,1,2,15072,53,4733,96,8,2,15,0,10,18,3,1,3,4,0,5,0
48,2,0,1,1,49166,368,4699,17,224,2,25,7,0,110,5,3,3,2,0,6,1
68,4,1,1,1,65324,544,4487,0,384,0,102,21,32,5,6,2,9,3,0,4,1
65,1,1,0,0,82347,1853,4918,38,556,54,556,120.5,81,63,7,7,10,1,2,3,2
56,4,1,1,2,30843,35,4352,43,24,0,2,0,0,9,1,1,2,2,1,5,0
48,4,1,1,1,46374,446,4422,1,408,0,21,0,0,17,7,1,7,3,2,8,1
43,2,0,1,1,60474,1180,4772,25,265,81,303,120.5,9,126.5,10,2,12,7,0,7,1
49,3,1,1,1,38576,41,4435,2,34,0,7,0,0,0,1,0,3,1,0,7,0
37,2,1,1,2,55357,727,4813,66,374,64,116,84,25,64,6,2,11,3,0,5,1
56,2,1,1,2,37758,40,4951,49,27,2,10,0,0,1,1,0,3,2,0,8,0
33,1,1,0,0,85710,1062,4738,5,600,20,350,29,30,33,6,9,10,1,1,2,2
53,2,1,1,1,23228,40,4472,71,13,2,18,6,1,0,2,0,3,2,0,8,0
53,3,1,1,2,44602,292,4452,35,167,2,89,0,0,34,6,1,4,6,0,8,1
35,2,1,0,0,7500,15,4854,94,0,2,3,4,1,5,0,0,3,1,0,6,0
33,1,1,1,1,38683,341,4951,80,46,35,69,84,41,66,4,1,6,6,0,7,1
47,1,0,1,1,49514,369,4512,61,88,39,78,58,13,93,6,1,4,2,0,7,1
49,4,1,1,1,57906,401,4701,29,243,11,119,10,3,15,4,2,8,3,0,4,1
56,3,0,1,1,43456,393,4778,0,275,11,68,25,7,7,5,1,8,3,0,5,1
36,3,0,1,2,19485,10,4596,80,6,0,4,0,0,0,1,0,2,1,0,7,0
44,2,1,1,1,53172,486,4737,54,121,62,90,68,20,125,2,3,8,3,0,3,1
43,2,1,1,1,30545,69,4938,71,4,12,15,19,7,12,2,0,3,2,0,7,0
39,4,1,0,0,70123,1727,4592,27,1225,0,396,23,0,0,5,7,4,1,2,3,2
63,2,0,1,1,62450,995,4492,61,515,47,267,62,66,38,5,5,4,2,1,3,2
46,2,1,1,1,21675,45,4336,55,4,0,16,17,4,4,4,0,3,3,0,7,0
41,1,0,1,2,42395,182,4404,35,48,13,57,24,15,25,3,1,4,4,0,7,0
44,3,1,1,1,61346,989,4584,34,562,58,168,43,16,126.5,5,7,10,1,0,3,2
69,2,1,0,0,80812,1677,4603,95,769,22,500,120.5,81,33,4,8,5,1,3,2,2
51,3,0,1,2,42835,595,4682,64,379,4,93,12,9,98,6,6,4,7,0,6,1
39,2,1,1,1,39922,156,4818,30,29,12,59,19,1,36,3,0,4,2,0,8,0
66,3,0,0,0,86424,1226,4403,12,387,68,556,89,45,68,6,9,12,1,0,1,2
44,1,1,1,1,17117,128,4846,96,12,23,38,30,18,7,3,1,3,4,0,9,0
50,2,0,1,1,24762,86,4457,16,6,10,12,3,15,40,3,1,2,3,1,8,0
47,2,1,1,1,35797,68,4939,16,27,1,14,4,1,21,2,0,3,2,0,8,0
47,2,0,1,2,36627,16,4659,78,9,1,5,0,0,1,0,0,3,1,0,5,0
41,1,1,1,2,51111,55,4328,83,22,0,19,6,5,3,2,0,3,2,0,6,0
50,4,0,0,0,86857,2114,4973,96,899,81,556,120.5,81,40,5,6,10,1,0,2,2
52,4,1,0,0,82072,2018,4680,67,889,55,556,120.5,81,126.5,3,2,13,1,0,1,2
69,4,0,1,3,46231,263,4898,87,189,2,55,0,5,12,6,1,4,4,0,9,1
63,2,1,1,2,42243,55,4518,34,48,0,2,0,0,5,2,0,3,2,0,7,0
